23:34:51.749 > Stop |  | servo turn 90 degree | gripper off
23:41:11.043 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:11.163 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:11.283 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:11.403 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:11.523 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:11.643 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:11.763 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:11.883 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:12.003 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:12.123 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:12.243 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:12.363 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:12.483 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:12.603 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:12.723 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:12.843 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:12.963 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:13.083 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:13.203 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:13.323 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:13.443 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:13.563 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:13.683 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:13.803 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:13.923 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:14.043 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:14.163 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:14.283 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:14.403 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:14.523 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:14.643 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:14.763 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:14.883 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:15.003 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:15.123 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:15.243 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:15.363 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:15.483 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:15.603 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:15.723 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:15.843 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:15.963 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:16.083 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:16.203 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:16.323 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:16.443 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:16.563 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:16.683 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:16.803 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:16.923 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:17.043 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:17.163 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:17.283 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:17.403 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:17.523 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:17.643 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:17.763 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:17.883 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:18.003 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:18.123 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:18.243 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:18.363 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:18.483 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:18.603 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:18.723 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:18.843 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:18.963 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:19.083 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:19.203 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:19.323 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:19.443 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:19.563 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:19.683 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:19.803 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:19.923 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:20.043 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:20.163 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:20.283 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:20.403 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:20.523 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:20.643 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:20.763 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:20.883 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:21.003 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:21.123 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:21.243 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:21.363 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:21.483 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:21.603 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:21.723 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:21.843 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:21.963 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:22.083 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:22.203 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:22.323 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:22.443 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:22.563 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:22.683 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:22.803 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:22.923 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:23.043 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:23.163 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:23.283 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:23.403 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:23.523 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:23.643 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:23.763 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:23.883 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:24.003 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:24.123 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:24.243 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:24.363 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:24.483 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:24.603 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:24.723 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:24.843 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:24.963 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:25.083 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:25.203 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:25.323 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:25.443 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:25.563 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:25.683 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:25.803 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:25.923 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:26.043 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:26.163 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:26.283 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:26.403 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:26.523 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:26.643 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:26.763 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:26.883 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:27.003 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:27.123 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:27.243 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:27.363 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:27.483 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:27.603 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:27.723 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:27.843 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:27.963 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:28.083 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:28.203 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:28.323 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:28.443 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:28.563 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:28.683 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:28.803 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:28.923 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:29.043 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:29.163 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:29.283 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:29.403 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:29.523 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:29.643 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:29.763 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:29.883 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:30.003 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:30.123 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:30.243 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:30.363 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:30.483 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:30.603 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:30.723 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:30.843 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:30.963 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:31.083 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:31.203 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:31.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:31.442 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:31.563 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:31.683 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:31.803 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:31.923 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:32.043 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:32.163 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:32.283 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:32.403 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:32.523 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:32.643 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:32.763 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:32.883 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:33.003 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:33.123 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:33.242 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:33.363 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:33.483 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:33.603 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:33.723 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:33.843 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:33.963 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:34.083 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:34.203 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:34.322 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:34.443 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:34.563 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:34.683 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:34.803 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:34.923 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:35.042 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:35.163 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:35.283 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:35.403 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:35.523 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:35.643 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:35.763 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:35.883 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:36.002 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:41:36.123 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
